IPK,Penghasilan,Tanggungan,Prestasi,Semester,Status_Beasiswa
2.84,2064267,2,Tidak Ada,4,Tidak Layak
3.63,6350258,2,Ada,2,Layak
3.22,7626819,1,Tidak Ada,7,Tidak Layak
3.98,4201822,2,Ada,6,Layak
2.75,2286526,5,Ada,7,Layak
3.68,8894518,2,Ada,8,Layak
2.98,2876807,1,Ada,3,Layak
3.75,3259268,2,Ada,8,Layak
3.37,8317064,4,Tidak Ada,7,Tidak Layak
3.69,9379909,1,Ada,2,Layak
2.63,4531402,3,Tidak Ada,5,Tidak Layak
3.3,5626030,5,Tidak Ada,2,Tidak Layak
3.91,7904892,1,Ada,5,Layak
3.53,7494299,4,Tidak Ada,2,Tidak Layak
3.97,6190136,1,Tidak Ada,8,Tidak Layak
3.14,2564367,4,Tidak Ada,6,Layak
2.65,6829953,3,Ada,7,Layak
3.33,7930060,1,Tidak Ada,4,Tidak Layak
3.09,8672937,1,Ada,5,Tidak Layak
3.98,5835807,4,Tidak Ada,7,Layak
3.2,9982784,4,Ada,5,Tidak Layak
2.98,9346431,1,Tidak Ada,3,Tidak Layak
3.9,4020022,5,Ada,3,Layak
2.82,9370579,3,Tidak Ada,6,Tidak Layak
3.73,6790299,5,Tidak Ada,5,Layak
3.11,9989573,5,Tidak Ada,2,Tidak Layak
3.41,7224174,5,Ada,8,Layak
3.83,9351347,5,Tidak Ada,6,Tidak Layak
3.53,8548369,5,Tidak Ada,4,Tidak Layak
3.32,2157739,5,Ada,2,Layak
2.67,8258677,5,Ada,2,Tidak Layak
3.83,3443419,4,Ada,7,Layak
3.03,3887117,1,Tidak Ada,2,Tidak Layak
3.25,1956982,3,Ada,3,Layak
3.9,9036371,4,Ada,8,Layak
3.71,5304153,4,Ada,6,Layak
3.26,8391313,1,Tidak Ada,3,Tidak Layak
3.01,5028206,1,Ada,5,Layak
2.64,9440012,2,Ada,4,Tidak Layak
3.78,1518179,4,Tidak Ada,8,Layak
3.39,6293559,2,Ada,5,Layak
2.65,4967758,4,Ada,5,Layak
3.14,7509039,5,Ada,5,Layak
3.32,1725648,1,Ada,5,Layak
3.52,7742870,1,Ada,6,Layak
3.79,7229908,4,Tidak Ada,8,Tidak Layak
3.0,7750600,3,Ada,3,Layak
2.63,8291466,5,Tidak Ada,4,Tidak Layak
3.39,4278550,5,Tidak Ada,3,Layak
3.28,8172592,3,Ada,5,Layak
3.67,8243485,4,Tidak Ada,7,Tidak Layak
3.24,8499993,2,Ada,8,Layak
3.57,2092947,5,Tidak Ada,4,Layak
3.52,2136572,5,Ada,7,Layak
3.0,7311056,5,Tidak Ada,5,Tidak Layak
2.9,9353296,5,Tidak Ada,8,Tidak Layak
3.75,4662218,3,Tidak Ada,4,Layak
3.07,2586706,3,Tidak Ada,6,Layak
3.76,1682235,2,Ada,7,Layak
3.95,8228546,2,Tidak Ada,8,Tidak Layak
2.94,4148766,1,Tidak Ada,8,Tidak Layak
3.4,6029100,2,Ada,3,Layak
3.23,4977915,2,Tidak Ada,3,Tidak Layak
2.62,3897431,3,Tidak Ada,2,Tidak Layak
2.53,5684572,4,Ada,7,Layak
3.65,1701657,1,Ada,7,Layak
3.26,4635210,2,Ada,8,Layak
3.03,4201731,1,Tidak Ada,3,Tidak Layak
3.72,5531660,2,Ada,5,Layak
3.14,6075454,1,Tidak Ada,4,Tidak Layak
3.06,9780974,4,Tidak Ada,8,Tidak Layak
4.0,4656730,2,Ada,7,Layak
3.67,4605381,3,Tidak Ada,5,Layak
3.93,8511836,1,Ada,2,Layak
3.62,1762328,1,Tidak Ada,3,Layak
3.12,3376213,3,Ada,4,Layak
3.3,2266913,2,Tidak Ada,8,Layak
3.25,8571827,5,Ada,4,Layak
3.2,2368729,4,Ada,2,Layak
2.99,6418507,2,Ada,6,Layak
3.36,7881207,2,Tidak Ada,2,Tidak Layak
2.57,2023292,3,Tidak Ada,8,Tidak Layak
3.85,1648317,5,Tidak Ada,4,Layak
3.24,6441461,2,Ada,8,Layak
2.72,2688347,4,Tidak Ada,8,Layak
2.88,7939201,4,Ada,2,Layak
3.31,6339242,1,Ada,2,Layak
3.48,9431329,2,Ada,6,Layak
3.65,2511403,2,Tidak Ada,6,Layak
3.64,7224755,2,Tidak Ada,3,Tidak Layak
3.96,9988628,5,Ada,8,Layak
3.34,6070634,2,Ada,5,Layak
3.11,9337457,5,Ada,5,Layak
2.91,1615827,5,Ada,6,Layak
2.94,3637810,1,Ada,7,Layak
3.98,8165472,1,Ada,7,Layak
3.84,9957190,1,Tidak Ada,5,Tidak Layak
3.79,3927636,1,Ada,8,Layak
3.9,3460783,2,Tidak Ada,8,Layak
2.63,7653608,4,Ada,8,Layak
2.67,7164938,3,Tidak Ada,8,Tidak Layak
3.17,7529307,3,Ada,5,Layak
2.53,3807396,2,Tidak Ada,3,Tidak Layak
2.83,9129038,2,Tidak Ada,6,Tidak Layak
2.56,7093813,4,Ada,7,Layak
2.96,1552499,4,Tidak Ada,2,Layak
2.64,8499147,1,Tidak Ada,5,Tidak Layak
3.49,9547901,4,Ada,6,Layak
3.77,7671450,3,Ada,5,Layak
3.64,8026474,2,Tidak Ada,3,Tidak Layak
4.0,7316272,4,Tidak Ada,8,Layak
3.5,7182268,4,Tidak Ada,8,Tidak Layak
3.29,2478778,5,Tidak Ada,5,Layak
3.55,4256986,4,Tidak Ada,5,Layak
2.86,2124559,4,Ada,5,Layak
3.49,5148598,5,Ada,6,Layak
2.7,1706823,2,Tidak Ada,3,Tidak Layak
3.19,8208205,2,Ada,7,Layak
2.65,6730788,1,Tidak Ada,3,Tidak Layak
2.89,1701703,2,Tidak Ada,2,Layak
3.83,8248847,3,Tidak Ada,8,Tidak Layak
3.72,8979773,1,Ada,8,Layak
3.05,4252878,5,Tidak Ada,5,Layak
3.35,6145399,4,Ada,7,Layak
2.91,7724984,5,Ada,2,Layak
3.56,5631980,1,Tidak Ada,4,Tidak Layak
2.62,7143542,5,Tidak Ada,6,Tidak Layak
3.44,7017967,3,Ada,6,Layak
3.2,7469688,4,Ada,2,Layak
3.83,8079327,1,Tidak Ada,2,Tidak Layak
2.68,4811784,4,Tidak Ada,6,Tidak Layak
3.21,8731021,3,Ada,8,Layak
3.94,8901811,4,Ada,7,Layak
3.47,5585198,3,Tidak Ada,2,Tidak Layak
3.25,5912176,5,Tidak Ada,6,Tidak Layak
2.6,6602083,3,Tidak Ada,8,Tidak Layak
2.68,7878252,5,Tidak Ada,3,Tidak Layak
3.55,1626259,5,Tidak Ada,7,Layak
3.12,6238012,5,Ada,5,Layak
3.83,5234073,2,Tidak Ada,4,Layak
3.81,8761231,4,Ada,3,Layak
3.6,3525558,5,Ada,7,Layak
3.97,6749534,1,Tidak Ada,8,Tidak Layak
3.2,3361591,2,Ada,2,Layak
3.35,7214557,3,Tidak Ada,6,Tidak Layak
3.69,6916300,2,Tidak Ada,3,Tidak Layak
2.64,1633407,3,Ada,6,Layak
3.79,8003784,3,Ada,7,Layak
3.32,2030901,2,Tidak Ada,6,Layak
2.53,3070925,3,Ada,3,Layak
3.77,6303829,5,Tidak Ada,5,Layak
3.56,4749950,2,Tidak Ada,4,Layak
2.74,3630586,1,Tidak Ada,4,Tidak Layak
3.32,2703307,1,Ada,3,Layak
2.87,3440929,1,Tidak Ada,4,Tidak Layak
2.74,6780619,2,Tidak Ada,2,Tidak Layak
3.88,8383784,4,Ada,8,Layak
2.51,5397619,3,Tidak Ada,7,Tidak Layak
3.09,6939234,5,Ada,8,Layak
2.53,6696682,5,Ada,3,Layak
2.56,6094927,2,Tidak Ada,7,Tidak Layak
2.98,9929173,4,Ada,4,Tidak Layak
2.86,2538734,2,Ada,2,Layak
2.69,9494880,2,Tidak Ada,2,Tidak Layak
2.9,4820938,5,Tidak Ada,3,Tidak Layak
2.61,9151879,2,Tidak Ada,8,Tidak Layak
3.71,9459298,4,Tidak Ada,8,Tidak Layak
3.17,4399650,2,Ada,2,Layak
3.01,6035211,5,Ada,7,Layak
3.32,6336363,3,Tidak Ada,8,Tidak Layak
2.81,9896319,5,Ada,4,Tidak Layak
3.18,5953293,3,Tidak Ada,2,Tidak Layak
3.97,7411625,5,Ada,8,Layak
3.46,9780934,2,Tidak Ada,2,Tidak Layak
3.26,6850317,3,Tidak Ada,2,Tidak Layak
2.84,8805626,2,Tidak Ada,6,Tidak Layak
2.81,3137346,1,Ada,4,Layak
2.55,4416561,1,Tidak Ada,3,Tidak Layak
2.6,4326866,3,Ada,4,Layak
3.88,7203795,2,Tidak Ada,2,Tidak Layak
3.51,6333461,2,Ada,8,Layak
3.33,1933073,2,Ada,6,Layak
2.58,7416645,3,Ada,3,Tidak Layak
3.77,8047652,1,Ada,3,Layak
3.85,4137588,2,Tidak Ada,3,Layak
3.97,3065831,2,Ada,8,Layak
3.77,6307971,1,Ada,6,Layak
3.95,5926719,4,Tidak Ada,8,Layak
3.9,1778429,1,Tidak Ada,6,Layak
3.02,7003194,2,Tidak Ada,7,Tidak Layak
3.64,7249621,3,Tidak Ada,6,Tidak Layak
3.39,7016178,2,Ada,5,Layak
2.9,4906820,3,Ada,7,Layak
3.42,7316504,2,Tidak Ada,2,Tidak Layak
2.67,1566538,3,Tidak Ada,5,Layak
3.41,5889696,2,Ada,2,Layak
3.4,6279577,5,Ada,2,Layak
3.18,5455449,1,Tidak Ada,2,Tidak Layak
3.61,7776839,5,Ada,8,Layak
2.61,3170663,1,Tidak Ada,8,Tidak Layak
3.28,7534478,2,Tidak Ada,3,Tidak Layak
3.38,4470993,1,Ada,4,Layak
2.87,1811356,4,Ada,7,Layak
3.63,9102213,1,Tidak Ada,4,Tidak Layak
3.52,7217209,1,Tidak Ada,8,Tidak Layak
2.92,9884640,5,Ada,2,Tidak Layak
3.73,3259144,5,Ada,2,Layak
2.85,3889580,4,Tidak Ada,7,Tidak Layak
3.87,7769854,5,Tidak Ada,6,Tidak Layak
3.52,8145340,5,Tidak Ada,6,Tidak Layak
2.6,5253206,5,Ada,3,Layak
3.84,6609661,2,Ada,4,Layak
3.97,7788956,2,Tidak Ada,8,Tidak Layak
3.52,2475288,1,Tidak Ada,3,Layak
2.65,2234391,3,Ada,8,Layak
3.2,9132187,1,Tidak Ada,2,Tidak Layak
3.78,1821064,4,Ada,2,Layak
2.76,6602005,1,Ada,4,Tidak Layak
3.95,9916557,5,Ada,3,Layak
3.99,6955945,4,Tidak Ada,7,Layak
3.51,4008648,4,Ada,8,Layak
3.27,2626528,1,Ada,8,Layak
3.5,6693792,1,Ada,6,Layak
3.3,4137023,1,Tidak Ada,7,Tidak Layak
2.97,9903672,4,Ada,6,Tidak Layak
2.86,6505404,4,Ada,2,Layak
2.75,6944929,1,Tidak Ada,7,Tidak Layak
3.89,9316584,5,Ada,5,Layak
2.56,2038359,1,Ada,2,Layak
3.51,9657551,3,Tidak Ada,8,Tidak Layak
3.59,6564179,4,Ada,5,Layak
3.65,4821453,3,Ada,4,Layak
3.11,1966548,2,Tidak Ada,4,Layak
3.97,1620026,2,Ada,4,Layak
3.93,4729198,3,Tidak Ada,8,Layak
3.98,6698931,1,Tidak Ada,5,Tidak Layak
3.5,8057049,2,Ada,7,Layak
3.79,1733597,5,Tidak Ada,8,Layak
2.52,5613942,5,Tidak Ada,6,Tidak Layak
3.86,6882919,5,Tidak Ada,7,Layak
3.38,9038911,4,Tidak Ada,7,Tidak Layak
3.37,7491766,2,Tidak Ada,6,Tidak Layak
2.57,6905747,2,Tidak Ada,5,Tidak Layak
2.77,5742546,4,Ada,8,Layak
3.11,7406657,3,Ada,6,Layak
3.49,7333938,1,Ada,8,Layak
3.2,9530112,3,Tidak Ada,6,Tidak Layak
2.6,2299800,2,Tidak Ada,8,Tidak Layak
3.25,2355327,2,Ada,3,Layak
3.66,7478728,4,Tidak Ada,5,Tidak Layak
2.58,7029339,2,Tidak Ada,2,Tidak Layak
3.03,2805068,3,Ada,6,Layak
3.09,8072483,1,Tidak Ada,2,Tidak Layak
3.63,7612445,4,Ada,7,Layak
3.29,3413894,2,Tidak Ada,2,Layak
3.25,6996069,2,Tidak Ada,2,Tidak Layak
2.52,7878131,1,Tidak Ada,4,Tidak Layak
3.91,2269483,1,Ada,6,Layak
3.38,1548720,5,Ada,7,Layak
2.85,8154268,1,Ada,8,Tidak Layak
3.12,7799633,4,Ada,5,Layak
2.78,9569522,3,Ada,6,Tidak Layak
2.68,6655758,4,Tidak Ada,7,Tidak Layak
3.96,7146319,3,Tidak Ada,2,Tidak Layak
3.67,7227288,5,Ada,6,Layak
2.73,6323260,3,Tidak Ada,2,Tidak Layak
3.16,8937307,1,Ada,3,Tidak Layak
3.79,8358839,2,Ada,5,Layak
3.14,9622339,4,Tidak Ada,3,Tidak Layak
2.96,5012385,4,Tidak Ada,5,Tidak Layak
3.87,7941168,1,Tidak Ada,5,Tidak Layak
3.26,9137431,2,Tidak Ada,3,Tidak Layak
3.69,6351307,5,Tidak Ada,4,Layak
2.72,1690701,3,Ada,8,Layak
3.89,3831770,3,Tidak Ada,8,Layak
2.87,5982048,3,Ada,5,Layak
3.64,4969398,1,Tidak Ada,4,Tidak Layak
2.8,9347058,4,Ada,2,Tidak Layak
3.15,9167143,2,Ada,7,Tidak Layak
3.08,1893345,4,Tidak Ada,4,Layak
2.82,8523330,2,Ada,6,Tidak Layak
3.69,4102807,4,Tidak Ada,3,Layak
2.64,8479736,5,Tidak Ada,5,Tidak Layak
3.27,5427526,4,Tidak Ada,6,Tidak Layak
3.48,4761365,3,Ada,7,Layak
2.8,4402450,2,Tidak Ada,4,Tidak Layak
3.98,7679064,3,Ada,8,Layak
3.69,8834806,5,Tidak Ada,3,Tidak Layak
3.81,3608086,4,Ada,7,Layak
3.01,8783450,5,Tidak Ada,8,Tidak Layak
3.87,3109387,5,Ada,7,Layak
2.78,3567139,5,Ada,6,Layak
2.58,5389359,5,Tidak Ada,6,Tidak Layak
2.79,9760455,5,Ada,5,Tidak Layak
2.63,3899414,3,Ada,7,Layak
3.92,6147193,5,Ada,6,Layak
2.96,6955500,4,Ada,5,Layak
2.7,2971602,5,Tidak Ada,8,Layak
2.95,4386632,5,Ada,4,Layak
3.38,6901377,5,Ada,6,Layak
3.51,9061011,2,Tidak Ada,6,Tidak Layak
3.85,9906437,1,Ada,2,Layak
3.24,4327154,5,Ada,4,Layak
2.55,8088919,3,Tidak Ada,6,Tidak Layak
2.74,5856232,4,Tidak Ada,5,Tidak Layak
3.86,8272978,5,Tidak Ada,7,Tidak Layak
3.65,7353874,2,Ada,6,Layak
2.63,3889905,2,Tidak Ada,2,Tidak Layak
2.91,5919557,4,Ada,4,Layak
3.21,8837827,4,Tidak Ada,2,Tidak Layak
3.18,6558448,1,Tidak Ada,7,Tidak Layak
3.67,3534730,3,Tidak Ada,7,Layak
2.89,7356600,4,Tidak Ada,2,Tidak Layak
3.47,8009000,4,Tidak Ada,7,Tidak Layak
3.79,2849815,3,Tidak Ada,3,Layak
2.64,5466974,1,Tidak Ada,2,Tidak Layak
3.4,4609668,3,Tidak Ada,3,Tidak Layak
2.54,8782060,4,Tidak Ada,4,Tidak Layak
3.58,3590717,2,Ada,2,Layak
3.72,8978502,5,Ada,2,Layak
3.11,6897005,1,Ada,8,Layak
3.53,5571889,5,Tidak Ada,3,Layak
3.09,2174104,5,Ada,5,Layak
2.94,6611179,3,Ada,6,Layak
3.26,6872654,4,Tidak Ada,4,Tidak Layak
3.58,5936134,5,Tidak Ada,4,Layak
3.17,4220688,5,Tidak Ada,2,Layak
2.83,7449089,1,Ada,5,Tidak Layak
3.01,7424549,5,Ada,3,Layak
2.83,8727951,5,Tidak Ada,8,Tidak Layak
3.06,4196314,3,Tidak Ada,8,Tidak Layak
3.14,8737234,4,Tidak Ada,7,Tidak Layak
3.34,2903400,2,Tidak Ada,2,Layak
2.88,1549875,2,Tidak Ada,4,Layak
3.6,6122410,2,Tidak Ada,2,Tidak Layak
3.58,2617201,3,Tidak Ada,4,Layak
2.77,3149383,3,Ada,5,Layak
2.99,2023566,2,Ada,8,Layak
2.64,9608789,1,Ada,4,Tidak Layak
2.58,8485195,2,Tidak Ada,2,Tidak Layak
3.42,3965860,4,Tidak Ada,2,Layak
3.55,3250914,5,Ada,3,Layak
3.74,7391393,3,Tidak Ada,4,Tidak Layak
3.34,7268150,2,Ada,4,Layak
3.9,8601524,3,Ada,4,Layak
2.51,4464485,5,Ada,3,Layak
3.05,4683965,4,Ada,8,Layak
2.54,2999758,1,Tidak Ada,4,Tidak Layak
2.58,3247844,4,Ada,6,Layak
3.06,6532295,1,Ada,5,Layak
3.43,9664060,5,Ada,5,Layak
2.91,5533587,1,Ada,2,Layak
2.74,4299888,3,Ada,6,Layak
3.73,7603537,2,Tidak Ada,3,Tidak Layak
3.89,4077046,5,Tidak Ada,3,Layak
2.68,2009590,4,Ada,6,Layak
3.08,6218642,3,Ada,3,Layak
3.04,3084492,1,Tidak Ada,6,Tidak Layak
3.4,4001290,3,Ada,5,Layak
3.15,2056888,1,Tidak Ada,2,Layak
3.54,4414999,3,Tidak Ada,6,Layak
2.99,5114773,3,Tidak Ada,6,Tidak Layak
2.93,5417342,4,Ada,6,Layak
2.5,9896717,4,Ada,7,Tidak Layak
3.27,4566079,1,Tidak Ada,5,Tidak Layak
3.78,3158027,2,Tidak Ada,3,Layak
3.69,7399198,2,Ada,5,Layak
2.76,3030732,4,Tidak Ada,4,Tidak Layak
2.82,4121645,2,Ada,4,Layak
3.19,8073104,3,Ada,5,Layak
2.72,3684239,1,Ada,2,Layak
2.73,9782270,2,Tidak Ada,7,Tidak Layak
2.84,4166478,4,Ada,4,Layak
3.02,5181246,3,Tidak Ada,4,Tidak Layak
3.48,9748892,5,Ada,3,Layak
3.1,9620871,4,Tidak Ada,6,Tidak Layak
3.59,1577332,3,Ada,8,Layak
3.14,1845184,1,Tidak Ada,5,Layak
3.94,7591038,5,Ada,5,Layak
3.5,9867137,2,Tidak Ada,5,Tidak Layak
3.25,9061678,4,Ada,3,Layak
2.61,6135073,3,Ada,4,Layak
3.34,7205713,4,Tidak Ada,5,Tidak Layak
3.14,8420881,1,Tidak Ada,4,Tidak Layak
3.83,7033198,2,Tidak Ada,2,Tidak Layak
3.8,5749112,2,Ada,3,Layak
3.68,8480787,1,Tidak Ada,5,Tidak Layak
2.94,9606813,2,Ada,4,Tidak Layak
3.08,5451210,5,Ada,6,Layak
2.82,4114093,5,Tidak Ada,7,Tidak Layak
3.14,9902477,3,Tidak Ada,5,Tidak Layak
2.69,4820627,1,Ada,7,Layak
3.73,8805023,4,Tidak Ada,4,Tidak Layak
3.43,9721097,5,Tidak Ada,5,Tidak Layak
3.56,2366763,1,Ada,7,Layak
2.81,6262347,1,Ada,6,Layak
3.54,5119820,5,Tidak Ada,4,Layak
3.41,1808293,5,Tidak Ada,5,Layak
3.17,4096279,1,Tidak Ada,8,Tidak Layak
3.01,2728391,5,Tidak Ada,5,Layak
2.59,2869693,3,Tidak Ada,6,Tidak Layak
3.83,2534416,1,Ada,7,Layak
3.8,2292047,4,Ada,6,Layak
3.58,4494677,1,Ada,2,Layak
2.58,2777040,2,Ada,5,Layak
2.6,2404600,4,Tidak Ada,2,Tidak Layak
2.68,6733643,3,Tidak Ada,7,Tidak Layak
3.28,4615005,3,Ada,5,Layak
3.9,7954935,2,Tidak Ada,5,Tidak Layak
3.05,2552063,1,Ada,3,Layak
3.68,7899177,2,Tidak Ada,3,Tidak Layak
3.82,4858538,1,Tidak Ada,2,Layak
3.35,4017172,3,Tidak Ada,7,Layak
2.77,9986164,1,Ada,7,Tidak Layak
3.77,5808783,4,Tidak Ada,6,Layak
3.37,3355121,3,Ada,7,Layak
3.45,5610891,2,Tidak Ada,3,Tidak Layak
2.78,5161632,2,Ada,2,Layak
3.21,6697296,1,Ada,8,Layak
3.51,8489823,1,Tidak Ada,8,Tidak Layak
3.31,3420831,5,Tidak Ada,8,Layak
2.76,9782577,2,Tidak Ada,7,Tidak Layak
2.73,6700444,3,Ada,7,Layak
2.71,1922994,4,Tidak Ada,8,Layak
3.08,1501658,4,Ada,2,Layak
3.13,8989305,5,Tidak Ada,2,Tidak Layak
3.04,4104878,3,Ada,5,Layak
3.26,7466800,1,Ada,3,Layak
3.32,7219267,5,Ada,8,Layak
3.73,6726857,3,Tidak Ada,5,Tidak Layak
3.03,8768498,2,Tidak Ada,7,Tidak Layak
3.55,4200463,5,Ada,7,Layak
3.01,1969596,4,Tidak Ada,7,Layak
3.1,6524475,4,Ada,4,Layak
2.66,3614732,5,Tidak Ada,3,Tidak Layak
2.75,5049551,5,Ada,6,Layak
2.81,4264481,4,Tidak Ada,6,Tidak Layak
3.66,8545663,5,Tidak Ada,2,Tidak Layak
3.08,7499410,5,Ada,2,Layak
2.83,4781401,3,Tidak Ada,2,Tidak Layak
3.37,3617347,1,Tidak Ada,5,Tidak Layak
3.48,6914806,3,Ada,8,Layak
2.72,5493954,2,Ada,2,Layak
3.25,2427510,4,Ada,6,Layak
3.5,2256701,2,Tidak Ada,6,Layak
3.48,2861349,5,Ada,4,Layak
2.6,3972512,3,Ada,5,Layak
3.59,7399128,1,Tidak Ada,8,Tidak Layak
3.72,9543364,1,Ada,7,Layak
2.86,7858234,2,Tidak Ada,7,Tidak Layak
3.87,2598168,3,Tidak Ada,2,Layak
2.98,3600588,2,Tidak Ada,8,Tidak Layak
2.59,7522156,2,Tidak Ada,8,Tidak Layak
3.15,4139986,5,Tidak Ada,2,Layak
2.83,4844181,5,Ada,4,Layak
3.33,2214564,4,Tidak Ada,7,Layak
3.03,4834055,2,Ada,6,Layak
3.0,4515989,1,Ada,5,Layak
3.93,9545998,3,Ada,2,Layak
3.05,6773724,1,Ada,5,Layak
3.95,4758832,3,Ada,6,Layak
3.03,7088592,4,Tidak Ada,8,Tidak Layak
3.74,4380729,3,Tidak Ada,7,Layak
3.76,9111930,1,Ada,2,Layak
3.45,4007913,2,Tidak Ada,4,Layak
2.97,5859122,2,Ada,2,Layak
3.54,4281268,2,Tidak Ada,3,Layak
3.85,6921211,3,Ada,5,Layak
3.36,3683721,4,Tidak Ada,8,Layak
3.78,8485012,2,Tidak Ada,3,Tidak Layak
3.59,3338042,2,Tidak Ada,2,Layak
2.91,7059011,2,Tidak Ada,8,Tidak Layak
3.91,9666076,3,Tidak Ada,7,Tidak Layak
3.01,2345377,5,Ada,8,Layak
3.0,9266127,1,Tidak Ada,4,Tidak Layak
3.26,8990282,2,Tidak Ada,7,Tidak Layak
2.9,6140475,2,Tidak Ada,8,Tidak Layak
2.78,4406375,3,Ada,3,Layak
3.58,8657506,3,Ada,4,Layak
3.61,9039339,4,Tidak Ada,2,Tidak Layak
2.71,4241310,2,Ada,8,Layak
3.9,7149396,5,Ada,3,Layak
3.17,6238707,5,Tidak Ada,6,Tidak Layak
3.11,7509536,2,Tidak Ada,4,Tidak Layak
2.67,7668950,2,Tidak Ada,3,Tidak Layak
3.48,7613223,1,Ada,8,Layak
3.76,4339593,5,Tidak Ada,2,Layak
3.47,6968757,1,Ada,8,Layak
2.89,5434147,4,Tidak Ada,3,Tidak Layak
3.2,3660957,4,Ada,6,Layak
3.52,7374900,5,Tidak Ada,2,Tidak Layak
3.25,8964567,3,Tidak Ada,2,Tidak Layak
3.22,5237644,2,Tidak Ada,2,Tidak Layak
2.92,9606954,1,Tidak Ada,6,Tidak Layak
3.02,5769865,3,Tidak Ada,4,Tidak Layak
2.87,9945233,5,Ada,4,Tidak Layak
3.26,8706009,5,Tidak Ada,6,Tidak Layak
3.88,7775589,5,Tidak Ada,4,Tidak Layak
3.08,4311047,1,Ada,5,Layak
3.35,2736236,3,Tidak Ada,2,Layak
3.15,8814257,2,Ada,4,Tidak Layak
3.8,5099696,1,Tidak Ada,5,Layak
2.85,9949809,3,Tidak Ada,3,Tidak Layak
2.89,4498811,2,Tidak Ada,5,Tidak Layak
2.98,1670316,5,Tidak Ada,7,Layak
2.5,6514236,2,Tidak Ada,3,Tidak Layak
2.53,8494096,2,Ada,2,Tidak Layak
3.85,6549025,5,Ada,6,Layak
3.0,3902321,2,Tidak Ada,7,Tidak Layak
3.24,6696816,3,Ada,5,Layak
3.82,8203529,3,Tidak Ada,6,Tidak Layak
3.6,4384453,1,Tidak Ada,6,Layak
3.59,2393320,2,Ada,3,Layak
3.06,3733355,4,Tidak Ada,5,Layak
3.21,5473369,4,Ada,3,Layak
3.47,5967749,4,Ada,2,Layak
3.93,3909753,4,Ada,2,Layak
2.71,6335620,2,Ada,6,Layak
3.27,1869625,1,Ada,6,Layak
3.9,7424555,5,Tidak Ada,4,Layak
3.53,6429009,5,Tidak Ada,6,Tidak Layak
2.71,9466937,1,Tidak Ada,7,Tidak Layak
2.81,3575598,5,Tidak Ada,6,Layak
3.13,7121548,3,Tidak Ada,3,Tidak Layak
2.94,8595593,5,Ada,2,Layak
3.63,3921791,5,Tidak Ada,7,Layak
3.18,5342996,4,Tidak Ada,8,Tidak Layak
3.39,8817994,5,Ada,3,Layak
3.75,3936746,4,Ada,4,Layak
2.54,8884930,5,Ada,2,Tidak Layak
2.81,2823659,4,Ada,3,Layak
3.16,4885162,5,Ada,5,Layak
3.08,2703913,1,Ada,6,Layak
2.64,9897905,2,Ada,7,Tidak Layak
3.54,2738831,3,Tidak Ada,7,Layak
2.64,9749152,4,Tidak Ada,8,Tidak Layak
2.92,7625759,3,Ada,8,Layak
3.17,7548689,1,Ada,8,Layak
3.57,5296568,1,Tidak Ada,7,Tidak Layak
2.64,8163054,3,Tidak Ada,8,Tidak Layak
3.26,6204250,4,Tidak Ada,3,Tidak Layak
3.33,5664513,3,Tidak Ada,7,Tidak Layak
2.98,3327346,3,Ada,5,Layak
3.6,5916728,3,Tidak Ada,4,Tidak Layak
3.95,6420347,4,Ada,4,Layak
4.0,5893135,2,Ada,2,Layak
3.55,6478674,2,Tidak Ada,4,Tidak Layak
2.59,7187826,4,Tidak Ada,6,Tidak Layak
3.13,3839326,2,Ada,8,Layak
2.78,8039344,2,Ada,8,Tidak Layak
3.07,5704262,2,Tidak Ada,2,Tidak Layak
2.9,9626401,3,Ada,2,Tidak Layak
2.83,3735300,1,Ada,7,Layak
2.65,5922747,2,Ada,8,Layak
3.85,9550970,5,Tidak Ada,5,Tidak Layak
3.64,6031867,4,Tidak Ada,3,Layak
2.6,5576372,5,Tidak Ada,5,Tidak Layak
3.11,4807408,2,Ada,5,Layak
3.91,7426635,2,Tidak Ada,4,Tidak Layak
3.42,3352978,3,Tidak Ada,8,Layak
3.48,7679650,2,Tidak Ada,7,Tidak Layak
3.51,7518455,5,Ada,7,Layak
2.81,6167217,2,Tidak Ada,2,Tidak Layak
3.11,8993288,3,Ada,8,Tidak Layak
3.86,6993570,4,Tidak Ada,8,Layak
3.82,4693973,3,Ada,5,Layak
3.04,8905106,5,Tidak Ada,2,Tidak Layak
2.8,7176448,5,Ada,6,Layak
3.53,9471265,3,Ada,4,Layak
3.34,9547660,3,Ada,3,Tidak Layak
2.7,5756219,5,Tidak Ada,2,Tidak Layak
2.66,5589254,1,Ada,4,Layak
3.78,4041781,2,Ada,8,Layak
3.11,6446649,4,Ada,7,Layak
3.34,5240079,4,Tidak Ada,6,Tidak Layak
3.63,3522601,3,Tidak Ada,6,Layak
3.53,5871100,5,Ada,7,Layak
3.47,8691611,4,Tidak Ada,3,Tidak Layak
3.01,2407233,1,Tidak Ada,5,Tidak Layak
2.72,9760772,2,Ada,6,Tidak Layak
3.39,4516635,5,Tidak Ada,8,Layak
2.61,7276902,1,Tidak Ada,6,Tidak Layak
2.52,7307290,4,Tidak Ada,3,Tidak Layak
2.93,7874908,5,Tidak Ada,6,Tidak Layak
2.75,8337896,3,Tidak Ada,2,Tidak Layak
3.7,6737915,5,Tidak Ada,2,Tidak Layak
